Id,Category
13285,esautore+V
13286,fasare+V
13287,dopamina+N
13288,imbacucchinoare+N
13289,iniziator+N
13290,square+V
13291,anormalità+N
13292,sconsire+V
13293,prostatico+A
13294,disinfiammare+V
13295,costruirebber+N
13296,ripengere+V
13297,arcuare+V
13298,reclamare+V
13299,sforbiiare+V
13300,interminabil+N
13301,disegare+V
13302,astrologatre+N
13303,sicumer+V
13304,osteggiare+V
13305,vaporare+V
13306,iniettare+V
13307,configgiare+V
13308,esaminre+V
13309,sopraccigliare+V
13310,presbiteriano+N
13311,picchiandore+N
13312,legislatore+N
13313,elargire+V
13314,oziare+V
13315,esaurire+A
13316,nettare+V
13317,espropssere+V
13318,traspirare+V
13319,trombare+V
13320,rincivilire+V
13321,onorare+V
13322,esproprare+V
13323,ossidare+V
13324,desinavamore+N
13325,zombia+N
13326,supplire+A
13327,sviare+V
13328,armeggre+V
13329,sorrid+V
13330,avvampare+V
13331,costeggiare+V
13332,sfociare+V
13333,chiacchierare+V
13334,casolre+V
13335,ricollegare+V
13336,scafare+V
13337,snebbiare+V
13338,avvicende+V
13339,ossessionare+V
13340,gabbiire+V
13341,coreografatore+N
13342,desistit+N
13343,atrofizzare+V
13344,controfirmare+V
13345,ingelosire+V
13346,difendre+V
13347,svoltre+V
13348,rivangavatre+N
13349,grippre+V
13350,arcaicizzare+V
13351,idrogenare+V
13352,riscaldare+V
13353,remunerare+V
13354,conclamare+V
13355,tatuare+V
13356,reamare+N
13357,scrosrre+V
13358,svagare+V
13359,discolpastre+N
13360,imbiancare+V
13361,effondare+V
13362,scappare+V
13363,semplificre+V
13364,erudre+V
13365,tentacolare+V
13366,sciroppavatre+N
13367,lustr+N
13368,inserimire+A
13369,imbottigliare+V
13370,impicciatre+N
13371,egregare+V
13372,disciplina+N
13373,impalre+V
13374,autoriformatre+N
13375,piallare+V
13376,allogare+V
13377,arrogare+V
13378,minoare+N
13379,incoronare+V
13380,disorientare+V
13381,calciato+A
13382,saltuaro+N
13383,pescare+V
13384,immonere+V
13385,posizioare+V
13386,coalizzre+V
13387,scremavamore+N
13388,sconnettare+V
13389,svagare+V
13390,staglire+V
13391,acciuffare+V
13392,contunde+V
13393,cesellastre+N
13394,intrico+N
13395,astrofisico+A
13396,raffigurare+V
13397,giuoco+N
13398,industrializzare+V
13399,incarogare+V
13400,peggioro+N
13401,violare+V
13402,seghettar+V
13403,regolamentare+V
13404,ammosciare+V
13405,arabescare+V
13406,schire+V
13407,reitare+V
13408,avviare+V
13409,ricaricare+V
13410,condizionare+V
13411,sfalsare+A
13412,idroelettrico+A
13413,reputare+V
13414,abitare+V
13415,parcre+V
13416,colorie+V
13417,cresrre+V
13418,deregolare+V
13419,volire+A
13420,contitolatre+N
13421,annualizzare+V
13422,sbeccare+V
13423,emaare+V
13424,cullare+V
13425,rimalere+V
13426,autoalimentavore+N
13427,walseriano+N
13428,separatistico+N
13429,pilotare+A
13430,allogare+V
13431,fiorire+V
13432,salariare+V
13433,fondare+V
13434,apoloere+V
13435,ammettare+V
13436,variare+V
13437,prescrivre+V
13438,corteggire+V
13439,separare+V
13440,dimenare+V
13441,vigile+N
13442,ammontare+V
13443,flottar+N
13444,impattare+A
13445,stressare+V
13446,registrare+V
13447,riallungavamore+N
13448,barricare+V
13449,accentare+V
13450,spiovire+V
13451,barcameare+V
13452,sottostaere+V
13453,giostr+N
13454,fustellare+V
13455,posso+N
13456,risare+V
13457,pastorizere+V
13458,paganeggiare+V
13459,autocensuere+V
13460,mercerizzare+V
13461,coccolare+V
13462,carpi+V
13463,attrezzare+V
13464,cesellare+V
13465,aprire+V
13466,veemire+A
13467,annunciare+V
13468,guastare+V
13469,narrativo+A
13470,rincoglionire+V
13471,sorprendre+V
13472,contentare+V
13473,ricordare+V
13474,snocciolar+N
13475,alluminare+V
13476,soprannomiare+V
13477,dialogare+V
13478,pignore+V
13479,sborsare+V
13480,ranniccare+V
13481,inzuccherare+V
13482,sopravvivre+V
13483,riacchiappavatre+N
13484,rinnegare+V
13485,escogere+V
13486,adescare+V
13487,allarmare+V
13488,personalizzare+V
13489,lesinare+V
13490,demonizzatore+N
13491,marsalare+V
13492,funzionare+V
13493,basculare+V
13494,autocontrollare+V
13495,tramutare+V
13496,effondre+V
13497,crollre+V
13498,riverie+V
13499,spandere+V
13500,espung+V
13501,affusolare+V
13502,autostrangolare+V
13503,planetologo+N
13504,piattonre+V
13505,asfissiare+V
13506,stereotipizzare+V
13507,impellicciare+V
13508,picchiare+V
13509,variare+V
13510,appropriare+V
13511,giganteggiare+V
13512,autoanalizzare+V
13513,sottovalutare+V
13514,troncare+V
13515,scompaginre+V
13516,screpolre+V
13517,sdoppiare+V
13518,accattonare+V
13519,irreggimentare+V
13520,scarrucolavatre+N
13521,approdare+V
13522,imbrattavamore+N
13523,svellire+V
13524,assolutis+V
13525,arricciolare+V
13526,diliscare+V
13527,svaligare+V
13528,contraffare+V
13529,dirim+V
13530,tatuare+V
13531,impratichire+V
13532,confederare+V
13533,ingommare+V
13534,tentacolere+V
13535,lucrare+V
13536,indebitare+V
13537,sbirre+V
13538,microfilmare+V
13539,riacui+V
13540,fiacrre+V
13541,esternalizzare+V
13542,esaminatore+N
13543,arcaizzinoare+N
13544,atipico+N
13545,autenticare+V
13546,sovraccaricare+V
13547,immerere+V
13548,motomondiale+A
13549,enfiare+V
13550,oblare+V
13551,gracido+N
13552,collaborare+V
13553,nobilitare+V
13554,svincolare+V
13555,infischinoare+N
13556,demistificare+V
13557,digradare+V
13558,politicizzare+V
13559,pescheria+N
13560,supermanager+N
13561,infialare+V
13562,discernere+V
13563,sgroppre+V
13564,incaponre+V
13565,costituire+V
13566,misconosre+A
13567,fluidificare+V
13568,scotenninoare+N
13569,suscettibil+N
13570,cazzeggiare+V
13571,rimbalzare+N
13572,alfabetizzare+A
13573,edificatore+N
13574,scompigliare+V
13575,alettare+V
13576,agguagliare+V
13577,riesplodare+V
13578,ventiseienno+N
13579,troncare+V
13580,piscare+V
13581,contrastare+V
13582,incassare+V
13583,ridere+V
13584,avamporre+V
13585,sfiduiare+V
13586,bramavatre+N
13587,crogiuolare+V
13588,arraffare+A
13589,dimeare+V
13590,validare+V
13591,banalizzare+V
13592,purificar+N
13593,pedalire+V
13594,consumatore+A
13595,elevato+A
13596,lodevolo+N
13597,traccheggiare+V
13598,esitre+V
13599,infilare+V
13600,sonare+V
13601,co-prere+V
13602,perifrasare+V
13603,sfrondare+V
13604,attirre+V
13605,indugiare+V
13606,estromett+V
13607,impiantare+V
13608,investigare+V
13609,rifiori+V
13610,grattatore+N
13611,assenti+V
13612,devolvare+V
13613,constatare+V
13614,perfire+V
13615,impataccavatre+N
13616,strumentare+V
13617,bisticiare+V
13618,fertilizzare+V
13619,addurre+V
13620,discacrre+V
13621,disimpegnre+V
13622,caldeggiare+V
13623,spiare+A
13624,deteere+V
13625,incartapecorire+V
13626,tombolare+V
13627,monaco+N
13628,adontare+V
13629,disarcioare+V
13630,corrugare+V
13631,prevaricare+V
13632,spezzona+N
13633,identifico+N
13634,ramere+V
13635,crogiuolare+V
13636,separare+V
13637,disidratare+V
13638,raccattapall+N
13639,contrare+V
13640,strizzare+V
13641,varare+V
13642,imbecillo+N
13643,crepuscolare+V
13644,bianchi+V
13645,incappare+V
13646,virre+V
13647,pisolare+V
13648,svagare+V
13649,rifiatare+V
13650,distinguare+V
13651,anchilosare+V
13652,frace+V
13653,mediare+V
13654,brunire+V
13655,ricalcitare+V
13656,gridare+V
13657,rinsaldare+V
13658,collaborre+V
13659,sconsolre+V
13660,strillatore+N
13661,attorniare+V
13662,patteggre+V
13663,spostare+V
13664,trentottesimo+N
13665,ricure+V
13666,diseducare+V
13667,protes+N
13668,incrire+V
13669,rottamre+V
13670,iridare+V
13671,multiproprietaro+N
13672,decomprimere+V
13673,abbattere+V
13674,elettrizzare+V
13675,serbare+V
13676,delegittimatore+N
13677,moltiplicare+V
13678,snebbiare+V
13679,arcure+V
13680,muora+N
13681,gettare+V
13682,incattivi+V
13683,inorgoglivore+N
13684,abbonaciare+V
13685,calmare+V
13686,braccare+V
13687,fertilizzare+V
13688,svergognare+V
13689,appezzare+V
13690,riconnettre+V
13691,disfare+V
13692,affusolare+V
13693,sale+N
13694,vagheggiatre+N
13695,barellare+V
13696,asfissire+V
13697,reincarnare+V
13698,pubblicazione+N
13699,trascoloravatre+N
13700,ellittico+N
13701,saporire+V
13702,monoteistico+N
13703,sgomberare+A
13704,ba+V
13705,impattare+V
13706,condivision+N
13707,danneggiare+V
13708,controbattre+N
13709,magnificenza+N
13710,dichiaro+N
13711,mandrio+N
13712,lucrare+V
13713,toreare+V
13714,destreggiare+A
13715,immigrare+V
13716,accattoare+V
13717,raggruppare+V
13718,incentivare+V
13719,goverare+V
13720,accattonavatre+N
13721,chiamare+V
13722,corrispondre+V
13723,ritorrre+V
13724,impermali+V
13725,disattendere+V
13726,disapprovare+V
13727,pentie+V
13728,risedere+V
13729,polire+V
13730,infiltrinoare+N
13731,disaffezioninoare+N
13732,prodigare+V
13733,scampanatre+N
13734,chiappare+V
13735,cristallizzatre+N
13736,ferre+A
13737,neurologico+N
13738,rintontie+V
13739,incassare+V
13740,plurigemellar+N
13741,latrare+V
13742,maschiare+V
13743,intricare+V
13744,raddoppiare+V
13745,processare+A
13746,nasconere+V
13747,simulare+V
13748,scaracchiare+V
13749,ciarlare+V
13750,assimilire+V
13751,storpere+V
13752,ingestibile+A
13753,gestire+V
13754,guare+V
13755,surrogare+V
13756,dissestare+A
13757,protocollare+V
13758,disossare+V
13759,annotare+V
13760,derapare+V
13761,intabarrare+V
13762,stravaccare+V
13763,attristare+V
13764,mancare+V
13765,firmare+V
13766,europeizzare+V
13767,rovo+N
13768,cifrare+V
13769,arrochire+V
13770,bonificare+V
13771,tufaceare+V
13772,vuotare+V
13773,addomesticatre+N
13774,ardire+V
13775,auspicare+V
13776,poggiare+V
13777,silurare+V
13778,montare+V
13779,ritorre+V
13780,ticchigere+V
13781,reinserire+V
13782,ricresre+A
13783,eterare+V
13784,sbadigliare+V
13785,montare+V
13786,piallare+V
13787,miso+N
13788,aduggre+V
13789,numeral+N
13790,sventuratre+N
13791,trovare+V
13792,rannicchiare+V
13793,trentaduesimo+N
13794,affardellatre+N
13795,deragliare+A
13796,smascherare+V
13797,incivili+V
13798,scattare+V
13799,iniigere+V
13800,istare+A
13801,configgere+V
13802,malintenzionatore+N
13803,autodeterminare+V
13804,riconosrre+V
13805,preludre+V
13806,stracuorre+V
13807,arcuare+V
13808,citofoare+V
13809,ubriacaturo+N
13810,abbaglinoare+N
13811,comperre+V
13812,prenasciuto+N
13813,cernere+V
13814,risucchinoare+N
13815,sborsare+V
13816,infeltrire+V
13817,deliberare+V
13818,denuclearizzare+V
13819,ravvisavamore+N
13820,scrorre+V
13821,avverar+N
13822,rischiare+V
13823,riduttoro+N
13824,differenziare+V
13825,telecomand+V
13826,pastuare+V
13827,ricalcitrare+V
13828,comprovare+V
13829,stimare+V
13830,traccheggiare+V
13831,cinghiare+V
13832,ramare+A
13833,deflettre+V
13834,autocorreggre+V
13835,totalizzare+V
13836,astronautico+A
13837,strumentalizzare+V
13838,scempire+V
13839,convieno+N
13840,eradicare+V
13841,degenerare+V
13842,cifrare+V
13843,sciancare+V
13844,smarcare+V
13845,imbiancare+V
13846,occultabil+N
13847,margo+N
13848,affiorare+V
13849,telefonare+V
13850,copiare+V
13851,miniare+V
13852,appiattare+V
13853,ridu+V
13854,stoccare+V
13855,rispolvare+V
13856,ingurgitare+V
13857,osteggiare+V
13858,serrare+V
13859,paganeggiar+V
13860,arrugginire+V
13861,smistare+V
13862,raduare+V
13863,strumentalizzare+V
13864,compilare+V
13865,cerre+V
13866,cairot+N
13867,dolrre+V
13868,predire+A
13869,accingire+V
13870,rinunzio+N
13871,aggiudicare+V
13872,cartier+N
13873,smascellare+V
13874,aromatizzare+V
13875,spostare+V
13876,elidare+V
13877,trionfare+A
13878,autoironizzare+V
13879,caldeggiare+V
13880,palese+N
13881,satollre+V
13882,strusciare+V
13883,zampillare+V
13884,ponderazion+N
13885,chiarificare+V
13886,posizioninare+N
13887,escorere+V
13888,emigrare+V
13889,fruttifico+N
13890,inguaiare+V
13891,disperare+V
13892,pensare+V
13893,abitare+V
13894,frollare+V
13895,gelificare+V
13896,fatire+V
13897,socioeconomico+N
13898,sconquassatore+N
13899,fere+V
13900,pomellare+V
13901,rilue+V
13902,contabilizzare+V
13903,instradatre+N
13904,sciacquare+A
13905,involtare+V
13906,glissare+V
13907,raspare+V
13908,intesare+V
13909,risolvire+V
13910,sostentare+V
13911,sfiorio+N
13912,sgraffigninare+N
13913,dilatare+V
13914,menzioare+V
13915,calmo+N
13916,ripudiavamore+N
13917,spianare+V
13918,filamento+N
13919,sconnettre+V
13920,sovkhozare+N
13921,arruffare+V
13922,governator+N
13923,rimembre+V
13924,volre+V
13925,strafottre+V
13926,intrigatore+N
13927,disavvezzatore+N
13928,frustrare+V
13929,contributo+N
13930,incredulare+V
13931,guaire+V
13932,tempestivo+A
13933,autosostenare+V
13934,slittare+V
13935,flessibilizzare+V
13936,congedare+V
13937,conflire+V
13938,assommare+V
13939,fiare+V
13940,straviziare+V
13941,disserrare+V
13942,disarcioare+V
13943,azzannare+V
13944,deifichinoare+N
13945,rimuginavre+N
13946,polarizzare+V
13947,rapinare+V
13948,dissennare+V
13949,processore+N
13950,precitare+V
13951,infiammare+V
13952,espettorare+V
13953,capottatre+N
13954,posare+V
13955,imprigionavamore+N
13956,stagnare+V
13957,guardare+V
13958,circumnavigare+V
13959,ritrattare+V
13960,ripuliscre+N
13961,reama+N
13962,digitare+V
13963,ingelosi+V
13964,comprare+V
13965,annunrre+V
13966,arrugginire+V
13967,biscottare+V
13968,scagioare+V
13969,susseguirebbero+N
13970,ricomunicare+V
13971,stazzonavore+N
13972,balzellare+V
13973,disfinoare+N
13974,scompigliare+V
13975,propalare+V
13976,vergognre+V
13977,scaldare+V
13978,sponsor+N
13979,inscrire+V
13980,intercorre+V
13981,transennre+V
13982,pasrre+V
13983,decentralizzare+V
13984,incidare+V
13985,riabilitare+V
13986,autodenomiare+V
13987,roteare+V
13988,ruzzare+V
13989,sprigioare+V
13990,ribadir+N
13991,lambiccare+V
13992,stilare+V
13993,offiare+V
13994,rinsaccare+V
13995,lesioare+V
13996,indispore+V
13997,inguainino+N
13998,invertire+V
13999,alzare+V
14000,sommuore+V
14001,discendre+A
14002,cremare+V
14003,telelavoravore+N
14004,cingere+V
14005,ospedalizzinare+N
14006,trentatreesimare+V
14007,piovere+V
14008,circonfondire+V
14009,personalizzare+V
14010,notare+V
14011,spiare+V
14012,mignolare+V
14013,effondare+V
14014,molrre+V
14015,dilungare+V
14016,borrare+V
14017,attornare+V
14018,incrementare+V
14019,ammorbare+V
14020,autoalimentre+V
14021,invelenivore+N
14022,disgustare+V
14023,bambineggiare+V
14024,tergiversare+V
14025,permeare+V
14026,fanatizzare+V
14027,rimbambire+N
14028,riflettare+V
14029,stappare+V
14030,padroneggiare+V
14031,pedonalizzare+V
14032,ritirare+V
14033,riavvre+V
14034,basilare+V
14035,gratificare+V
14036,mascolinizzavore+N
14037,colare+V
14038,dislocare+V
14039,appassioare+V
14040,rinsaldassre+N
14041,spiovare+V
14042,muggire+V
14043,imprevire+V
14044,armamentre+V
14045,pettinare+V
14046,spiazzinoare+N
14047,tessare+V
14048,spiare+V
14049,inurbare+V
14050,affrescare+V
14051,scodinzolare+V
14052,obliare+V
14053,incistavre+N
14054,illuminare+V
14055,defaticare+V
14056,superkiller+N
14057,autocompatere+V
14058,esorbitatre+N
14059,massellre+V
14060,svenere+V
14061,frignare+V
14062,scotenare+V
14063,innervar+N
14064,insalivare+V
14065,scagionavamore+N
14066,pentire+V
14067,smurare+V
14068,malcapitare+V
14069,beigere+V
14070,onorare+V
14071,otturare+V
14072,schermitor+N
14073,disarcionare+V
14074,fulgidere+V
14075,inflessibilità+N
14076,storpiare+V
14077,scaglionavore+N
14078,sconnere+V
14079,chiarirebb+N
14080,consacrare+V
14081,stipulare+V
14082,stilizzare+V
14083,brutalizzre+V
14084,fiorire+V
14085,restare+V
14086,indisporre+V
14087,tripolare+V
14088,perdre+V
14089,ricuore+V
14090,amicare+V
14091,manifestare+V
14092,pre-maligno+N
14093,spingre+V
14094,intransitabil+N
14095,contadinoare+N
14096,psicoanalire+V
14097,possessore+N
14098,esecrare+V
14099,squadrare+V
14100,rifrangiare+V
14101,sguardo+N
14102,arrugginire+V
14103,rilassare+V
14104,fiatinoare+N
14105,democratizzre+V
14106,denuclearizzare+V
14107,capellere+V
14108,indiziare+V
14109,caldeggiare+V
14110,fraudolire+A
14111,rinsaldare+V
14112,esagitare+V
14113,riconosre+V
14114,destreggre+V
14115,pasturare+V
14116,giustificare+V
14117,decentralizzare+V
14118,inculcare+V
14119,anti-mucillago+N
14120,cimentare+V
14121,incentivare+V
14122,gagare+V
14123,gettare+V
14124,interfacrre+V
14125,referenziare+V
14126,consacratre+N
14127,raggruzzolare+V
14128,sfiorire+V
14129,interfacciatre+N
14130,delegare+V
14131,rinsecchi+V
14132,comunistizzare+V
14133,rifiatare+V
14134,travestere+V
14135,autenticre+V
14136,stilizzare+V
14137,mancavatre+N
14138,gabbianella+N
14139,trionfare+V
14140,sdottoreggiare+V
14141,ricostruire+V
14142,ringiovanire+V
14143,rompre+V
14144,ridistribure+V
14145,ammosciare+V
14146,divertire+V
14147,autotassare+V
14148,incatenare+A
14149,comportamento+N
14150,rivacciare+V
14151,coreografare+V
14152,macchia+N
14153,nugolare+V
14154,autentificare+A
14155,ingaggare+V
14156,consere+V
14157,barellatre+N
14158,mordre+V
14159,intramezzare+V
14160,tratteggare+V
14161,maniche+N
14162,micidiale+N
14163,promuore+V
14164,raspare+V
14165,coprire+V
14166,spersonalizzare+A
14167,acciuffare+V
14168,incrudiremo+N
14169,zufolare+V
14170,imbattere+V
14171,carezzare+V
14172,errare+V
14173,obbligatorio+N
14174,insinuare+V
14175,sindacabil+A
14176,debbare+V
14177,demordre+V
14178,centrocampo+N
14179,imbrire+V
14180,consoare+V
14181,corrispond+V
14182,geminare+V
14183,ingommare+V
14184,frizzare+V
14185,arruffare+V
14186,persiano+N
14187,mistico+N
14188,invertie+V
14189,riconosrre+V
14190,ravvoare+V
14191,discutre+V
14192,riparlare+V
14193,intromettre+V
14194,espropriare+V
14195,annualizzare+V
14196,travisare+V
14197,deburocratizzare+V
14198,alleggerre+V
14199,stravolgre+V
14200,rabbrividir+N
14201,intellettivo+N
14202,intrigare+V
14203,circumvesuviano+N
14204,governare+V
14205,gessare+V
14206,biotecnologico+A
14207,impiagare+V
14208,patteggiare+V
14209,reputare+V
14210,ricollegare+V
14211,emaninoare+N
14212,accoccolatre+N
14213,sminre+V
14214,strafotter+V
14215,ampliare+V
14216,raggruzzolre+V
14217,scorbutico+N
14218,accalappiare+V
14219,devolvire+V
14220,ronzare+V
14221,saere+V
14222,serbavatre+N
14223,ristagnare+V
14224,procurare+V
14225,interstellare+V
14226,riclassificare+A
14227,corbellare+V
14228,scattare+V
14229,elettrodo+N
14230,abborraciare+V
14231,ultimatore+N
14232,sostengere+V
14233,soprammett+V
14234,sinecussere+V
14235,spiovere+V
14236,europeizzatre+N
14237,speculativo+A
14238,cito+N
14239,bramare+V
14240,tarlare+V
14241,damaschiare+V
14242,infarci+V
14243,risaare+V
14244,riscaldare+V
14245,tallonare+V
14246,strafottre+V
14247,deregolamentinare+N
14248,sfoltere+V
14249,autocompatire+V
14250,gioie+V
14251,interagre+V
14252,variare+V
14253,cannoneggiare+V
14254,arrogare+V
14255,giungre+V
14256,spanre+V
14257,ruzzare+V
14258,travalicare+V
14259,insegninoare+N
14260,coefficire+A
14261,appestar+N
14262,separavre+N
14263,restaurare+V
14264,commensuravatre+N
14265,spiumare+V
14266,nito+A
14267,rampare+V
14268,matematico+N
14269,maggiorenna+N
14270,sfrattare+V
14271,evare+V
14272,ricalcitare+V
14273,sovraffaticandore+N
14274,parti+V
14275,dirimare+V
14276,vegliare+V
14277,rivolere+V
14278,svezzare+V
14279,privilegare+V
14280,centrifugare+V
14281,rileggiare+V
14282,duecentesco+N
14283,appartare+V
14284,turrere+V
14285,dubbio+N
14286,ciclico+N
14287,fibroso+A
14288,dardeggiare+V
14289,insistre+V
14290,impestare+V
14291,disidratare+V
14292,cancellatre+N
14293,rassereninoare+N
14294,imparare+A
14295,fondare+V
14296,coordinazion+N
14297,aprir+N
14298,punteggiare+V
14299,cambiare+V
14300,abboccare+V
14301,rimembrare+V
14302,creere+V
14303,dimissionare+V
14304,pannocchio+A
14305,scimpanzare+V
14306,sfarfallre+V
14307,spinatre+N
14308,rincasre+V
14309,oberare+V
14310,contrastare+V
14311,emancipre+V
14312,aborri+V
14313,malmrre+V
14314,insospettare+V
14315,coprire+V
14316,asserire+V
14317,destituire+V
14318,cooptare+V
14319,rovesiare+V
14320,frignare+V
14321,avanguardistico+N
14322,verseggre+V
14323,sonnecchiare+V
14324,escuter+V
14325,listre+V
14326,pessima+N
14327,sconvenivore+N
14328,spiazzre+V
14329,frure+V
14330,precitare+V
14331,obiettare+V
14332,cruscheggre+V
14333,stridere+V
14334,esagerare+V
14335,lesionare+V
14336,trattare+V
14337,scotennare+V
14338,esplicativo+N
14339,diserbare+V
14340,incattivire+V
14341,antropomorfizzare+V
14342,dietrologo+N
14343,ingrassare+V
14344,consist+N
14345,confesare+V
14346,accudie+V
14347,trangugiare+A
14348,menzione+N
14349,docciare+V
14350,involtare+V
14351,pallare+V
14352,strafottere+V
14353,bipartirebbero+N
14354,zoppicare+V
14355,medicare+V
14356,rimpallare+V
14357,costeggiare+V
14358,tostare+V
14359,autocensurare+V
14360,rincanture+V
14361,vellicare+V
14362,volare+V
14363,ladina+N
14364,colorire+V
14365,preva+V
14366,commentare+V
14367,inculre+V
14368,instauravore+N
14369,incomprendere+V
14370,decurtare+V
14371,scafare+V
14372,pusillanimo+N
14373,zufolare+V
14374,auto-gestito+N
14375,fertilizzare+V
14376,egoire+V
14377,deterre+V
14378,incentivare+V
14379,chioccare+V
14380,impratichire+V
14381,trionfare+V
14382,torchiare+V
14383,dattilografare+V
14384,trastullare+V
14385,rubacchiare+V
14386,graffiare+V
14387,costruiscre+N
14388,equilibrare+V
14389,seguitare+V
14390,tumultuoso+A
14391,compilare+V
14392,esiger+V
14393,ambinoare+N
14394,divisare+V
14395,infiocchettare+V
14396,métare+V
14397,disboscare+V
14398,uguagliare+V
14399,bussare+V
14400,scardinare+A
14401,inghiottare+V
14402,insonorizzare+A
14403,manganatre+N
14404,autocontrollare+V
14405,incassare+V
14406,tallonare+N
14407,infiocchettare+V
14408,inalberare+V
14409,adempi+V
14410,cubare+V
14411,esire+V
14412,gettare+V
14413,suddividare+V
14414,carbonife+V
14415,alluminandore+N
14416,allertare+V
14417,incistare+V
14418,dimeare+V
14419,telelavorare+V
14420,controfir+V
14421,alettare+V
14422,traspirare+V
14423,sfolgorare+V
14424,indottrinandore+N
14425,stecchie+V
14426,deputare+V
14427,attizzare+A
14428,scarrucolre+V
14429,riuscere+V
14430,cestire+V
14431,giocherellavore+N
14432,montare+V
14433,confrontare+V
14434,distendre+V
14435,crepuscolare+V
14436,riattizzoare+N
14437,piumone+N
14438,ricondurrebbero+N
14439,cinquecentre+V
14440,condiscere+V
14441,ammarare+V
14442,dimissionare+N
14443,tutorio+A
14444,ammaccare+V
14445,caldeggiare+V
14446,sommuov+V
14447,sbertuciare+V
14448,delegare+V
14449,appasessere+V
14450,secondare+V
14451,vincolare+A
14452,svincolare+V
14453,contristare+V
14454,piattonare+V
14455,irritare+A
14456,strumengere+V
14457,russare+V
14458,cavolfior+N
14459,roprassedere+V
14460,globalizzare+V
14461,transennare+V
14462,rivalutastre+N
14463,commensurare+V
14464,illanguidiràe+N
14465,debbiare+V
14466,mormorare+V
14467,storare+V
14468,canzonatore+A
14469,illudre+V
14470,sincopare+V
14471,scarnificare+V
14472,ripulivatre+N
14473,sucrre+V
14474,allevare+V
14475,ciarlare+V
14476,piattone+N
14477,contemplare+V
14478,docciare+V
14479,rivoltolare+V
14480,ammodernare+V
14481,impostazione+N
14482,putire+V
14483,denotare+V
14484,vaticinare+V
14485,lavoricchiare+V
14486,squamare+V
14487,sbozzare+V
14488,esaltatre+N
14489,decettere+V
14490,vomre+V
14491,disfedere+V
14492,marchiare+A
14493,illuminare+A
14494,miticizzare+V
14495,trasceglire+V
14496,sottorappresentare+V
14497,sopportare+V
14498,insopprimibile+A
14499,sobbollie+V
14500,svettare+V
14501,conquidare+V
14502,muffere+V
14503,infermare+V
14504,polifonico+N
14505,impalmavamore+N
14506,avvilire+V
14507,infeudare+V
14508,protend+V
14509,disoriengere+V
14510,stereotipizzare+V
14511,contenna+N
14512,riacchiappre+V
14513,annegare+V
14514,risciacquare+V
14515,contundre+V
14516,destinare+V
14517,paganeggiare+V
14518,tribolare+V
14519,ammaestssere+V
14520,dimenare+V
14521,infocare+V
14522,rinegoziare+V
14523,juventina+N
14524,vessillo+N
14525,aduggiare+V
14526,attristare+V
14527,gioire+V
14528,bluffinare+N
14529,sfiori+V
14530,umanizzare+V
14531,strisciare+V
14532,sgelare+V
14533,esplorare+V
14534,inchiodare+V
14535,vittimizzare+V
14536,co-presiedere+V
14537,schiacciare+V
14538,libretto+N
14539,attuare+V
14540,schioccare+V
14541,esercire+V
14542,esagerare+V
14543,sgattaiolare+V
14544,sborsinoare+N
14545,decorre+V
14546,dializzare+V
14547,tutoro+N
14548,processare+V
14549,stupire+V
14550,incartapecorire+V
14551,remre+V
14552,inganare+V
14553,ribattere+V
14554,balzano+A
14555,aggiudicare+V
14556,santuaro+N
14557,pirenaico+N
14558,falare+V
14559,versificre+V
14560,etrure+V
14561,silenzi-stamp+N
14562,cubare+V
14563,idratare+V
14564,aggranchire+A
14565,rispolverare+V
14566,acquisire+V
14567,cresiare+V
14568,consistito+N
14569,peggiore+V
14570,riconosrre+V
14571,soprannominare+V
14572,reggiare+V
14573,ormeggiare+V
14574,versificare+V
14575,sfidare+V
14576,sottrae+V
14577,nordafricanre+N
14578,obiettare+V
14579,dilaniare+V
14580,guadare+V
14581,confidare+V
14582,adulinoare+N
14583,disinfettare+V
14584,kuwaitiano+N
14585,sterilizzare+V
14586,deputatore+N
14587,mobilifico+A
14588,orecchiare+V
14589,rimembrar+N
14590,inconoscibil+N
14591,derubare+V
14592,somatico+N
14593,pendolare+V
14594,spenzolare+V
14595,disattivare+V
14596,gessare+V
14597,estrapolare+V
14598,compresenz+N
14599,rimare+V
14600,aborrir+V
14601,meccanismo+N
14602,dirottare+V
14603,paraffiare+V
14604,destreggiare+V
14605,denuclearizzare+V
14606,condizionare+V
14607,autostrangolare+V
14608,susseguire+A
14609,gradualizzare+V
14610,informare+V
14611,scantiare+V
14612,aspergiare+V
14613,contrappo+V
14614,mangiare+A
14615,decolonizzavamore+N
14616,astrologare+V
14617,smure+V
14618,vertare+V
14619,autodirig+V
14620,dirottare+V
14621,insabbiare+V
14622,prolungare+V
14623,atterrare+V
14624,falcare+V
14625,disarcionre+V
14626,gingillare+V
14627,aduggiare+V
14628,vagheggiare+V
14629,tracimare+V
14630,disarcionavamore+N
14631,scudisiare+V
14632,copiare+V
14633,seppellire+V
14634,autoanalizzare+V
14635,indecoroso+N
14636,professare+V
14637,compligere+V
14638,enfiatore+N
14639,rosolare+V
14640,stanco+A
14641,adamantino+N
14642,divagare+V
14643,vagheggiare+V
14644,pugare+V
14645,strisciare+V
14646,siglatore+N
14647,agguatare+A
14648,acconsenti+V
14649,tranviario+N
14650,nido+N
14651,denunciare+V
14652,discernre+V
14653,acclamare+V
14654,debbiare+V
